timestamp,sleep-deep,sleep-light,sleep-rem,sleep-snoring-duration,sleep-total,sleep-duration-to-sleep,sleep-duration-to-wakeup,sleep-heartrate-max,sleep-heartrate-mean,sleep-heartrate-min,sleep-wakeup-count
2024-07-26,4.6167,6.5833,1.9833,0.0,17.6,1.6833,0.1667,79.0,60.0,48.0,6
2024-07-27,3.65,5.8,0.8167,0.0,12.5333,1.6,0.0,77.0,56.0,50.0,4
2024-07-28,4.6333,6.3333,0.8833,0.0,13.3167,0.6,0.2667,77.0,57.0,49.0,5
2024-07-29,3.1167,7.4667,1.4167,0.0,13.3,0.1333,0.1833,78.0,57.0,41.0,6
2024-07-30,0.0,8.5833,0.2667,0.0,10.6667,0.8667,0.0,84.5,58.0,50.0,3
2024-07-31,2.75,7.85,0.65,0.0,12.8,0.8,0.2167,75.0,58.0,51.0,3
2024-08-01,2.4333,3.9667,1.3333,0.0,10.1833,0.2833,0.0,88.0,59.0,48.0,5
2024-08-02,1.0333,7.15,1.4,0.0,10.3167,0.25,0.0,77.0,56.0,46.0,4
2024-08-03,1.3667,8.1667,1.8667,0.0,13.0667,0.6333,0.0,69.0,60.0,53.0,5
2024-08-04,1.5833,7.9333,1.2667,0.0,13.25,0.3833,0.0,84.0,58.0,49.0,7
2024-08-05,0.0,10.1667,0.3,0.0,12.1,0.35,0.0,81.0,60.0,49.0,7
2024-08-06,0.85,10.2167,1.1333,0.0,14.1167,0.5667,0.0,66.5,57.5,49.0,10
2024-08-07,1.0,9.25,0.7833,0.0,13.45,1.1667,0.15,82.0,56.0,48.0,6
2024-08-08,1.7167,10.15,1.7833,0.0,15.4,1.1167,0.0,70.0,58.5,51.0,4
2024-08-09,1.0333,8.4667,1.3,0.0,13.0167,0.7167,0.0,81.0,59.0,50.0,3
2024-08-10,1.3333,8.2833,1.0333,0.0,12.5667,0.35,0.0,78.0,56.0,47.0,5
2024-08-11,0.2,8.6333,2.0833,0.0,13.6333,1.7333,0.25,80.0,54.0,43.0,3
2024-08-12,0.3833,9.0667,0.8333,0.0,14.2833,2.8333,0.4167,70.0,54.0,48.0,2
2024-08-13,0.55,9.4667,1.35,0.0,12.5667,0.2833,0.2,78.0,55.0,47.0,4
2024-08-14,1.95,8.9667,1.0667,0.0,12.8833,0.2333,0.0,78.0,55.0,45.0,3
2024-08-15,0.4833,10.55,1.8,0.0,14.6833,0.95,0.0,78.5,58.0,49.5,6
2024-08-16,1.0,10.25,0.3167,0.0,13.25,0.3333,0.0,91.0,55.0,46.0,4
2024-08-17,1.35,9.7167,1.55,0.0,14.7833,0.4667,0.5,83.5,55.0,46.5,6
2024-08-18,0.4,9.5167,0.7833,0.0,12.1833,0.2333,0.0,81.0,56.0,45.0,6
2024-08-19,0.2667,9.5833,1.0167,0.0,13.5,0.4667,0.0,82.0,53.0,43.0,6
2024-08-20,0.3167,9.5333,0.2333,0.0,12.7333,0.5667,0.0,77.0,57.0,47.5,7
2024-08-21,0.0,10.85,0.9333,0.0,13.4833,0.2333,0.0,81.0,53.0,42.0,5
2024-08-22,0.7167,10.0667,0.9,0.0,12.8333,0.15,0.0,90.0,54.0,43.0,4
2024-08-23,0.3167,8.5,1.35,0.0,13.3333,0.5833,0.3333,79.0,55.0,46.0,8
2024-08-24,0.4667,9.8,0.5167,0.0,14.0667,0.9,0.0,78.0,53.5,44.5,5
2024-08-25,0.9,8.5167,0.8833,0.0,12.1667,1.1833,0.0,85.0,55.0,44.0,4
2024-08-26,1.8,6.9333,1.5,0.0,13.4833,0.4,0.0,84.0,55.0,46.0,5
2024-08-27,0.0,10.2333,0.55,0.0,12.5167,0.5,0.1833,92.0,54.0,44.0,6
2024-08-28,1.8333,7.2,0.6,0.0,13.1333,1.9333,0.1667,82.0,55.0,47.0,5
2024-08-29,1.2333,7.1667,0.9333,0.0,13.2667,0.2,0.25,79.0,53.0,44.0,4
2024-08-30,1.5167,6.2,1.9667,0.0,13.75,3.2167,0.0,74.0,53.0,46.0,4
2024-08-31,2.1667,7.25,1.1333,0.0,15.4,1.15,0.6833,73.0,52.5,46.0,5
2024-09-01,0.0,4.2333,0.8167,0.0,8.0833,1.5167,0.0,67.5,55.5,49.0,2
