timestamp,sleep-deep,sleep-light,sleep-rem,sleep-snoring-duration,sleep-total,sleep-duration-to-sleep,sleep-duration-to-wakeup,sleep-heartrate-max,sleep-heartrate-mean,sleep-heartrate-min,sleep-wakeup-count
2024-09-02,0.6167,11.8667,0.0,0.0,14.45,0.4167,0.0,72.0,54.5,47.5,2
2024-09-03,0.95,7.4167,1.4,0.0,12.4,1.7167,0.0,85.0,54.0,47.0,4
2024-09-04,1.4167,6.85,0.6,0.0,12.3667,0.7167,0.0,75.0,51.0,43.0,6
2024-09-05,0.7667,8.65,1.1167,0.0,13.55,0.9,0.2833,85.0,52.0,43.0,4
2024-09-06,2.9667,3.85,0.75,0.0,10.7667,2.7833,0.0,62.5,52.5,47.0,2
2024-09-07,2.3667,7.9167,1.5,0.0,15.5667,0.55,0.0,74.0,54.5,47.0,8
2024-09-08,1.9,6.95,0.9833,0.0,13.2333,2.2333,0.0,73.0,52.0,45.0,4
2024-09-09,0.6833,7.5,1.2333,0.05,12.8833,1.95,0.0,73.0,52.0,44.0,5
2024-09-10,1.95,6.15,1.85,0.0,12.5667,1.3,0.2667,67.5,52.5,46.0,5
2024-09-11,1.4167,5.8,1.7667,0.0,13.0667,3.3333,0.0,70.0,51.0,43.0,3
2024-09-12,0.2667,8.4167,1.55,0.0,13.8833,2.7667,0.2,72.0,52.0,45.0,5
2024-09-13,1.15,8.15,3.1667,0.0,13.95,0.7667,0.0,73.5,55.5,50.5,2
2024-09-14,1.9667,7.4667,0.9167,0.0,12.4833,1.6333,0.0,88.0,57.0,48.0,2
2024-09-15,1.3,4.4833,0.0,0.0,7.95,0.6167,0.6833,68.5,52.5,47.0,3
2024-09-16,1.4833,8.15,0.9833,0.0,13.1167,0.55,0.0,77.0,55.0,46.0,5
2024-09-17,1.0833,7.55,1.2333,0.0,12.05,2.05,0.0,71.0,53.0,44.0,1
2024-09-18,0.0,9.1333,1.6833,0.0,13.3167,1.9333,0.3833,80.0,53.0,42.0,2
2024-09-19,1.0333,3.7333,0.9333,0.0,6.6833,0.35,0.0,73.0,60.0,52.0,1
2024-09-20,1.1833,8.0,2.3833,0.0,12.7667,0.2333,0.0,76.0,55.0,44.0,6
