timestamp,sleep-total-sleep-duration,sleep-deep-sleep-duration,sleep-light-sleep-duration,sleep-rem-sleep-duration,sleep-snoring-duration,sleep-duration-to-sleep,sleep-duration-to-wakeup,sleep-wakeup-count,sleep-heartrate-mean,sleep-heartrate-min,sleep-heartrate-max
2023-11-11,8.0,2.8667,3.9167,0.5667,0.0,0.5,0.0,1,61.5,55.5,66.0
2023-11-12,7.1833,3.2667,1.8,0.9167,0.05,0.4833,0.15,3,59.0,50.0,69.0
2023-11-13,7.5333,3.3333,2.4333,0.85,0.05,0.3667,0.0,2,64.0,57.5,70.5
2023-11-14,8.8333,3.7,3.05,0.1,0.0,0.5333,0.1667,4,63.0,53.5,68.5
2023-11-15,7.9,4.2167,1.9167,0.0,0.15,0.35,0.0,2,66.0,58.0,74.0
2023-11-16,8.0833,3.7667,2.75,0.0,0.3833,0.6333,0.0,4,66.5,50.0,71.5
2023-11-17,8.7333,2.7667,2.5,0.1167,0.2,0.3667,0.0,4,63.0,54.0,69.0
2023-11-18,9.95,5.35,3.0833,0.85,0.6333,0.6667,0.0,5,66.5,59.0,77.0
2023-11-19,7.3,1.9167,4.1333,0.2333,0.0,0.5167,0.0,2,65.0,59.0,78.0
2023-11-20,8.15,1.7667,4.6,0.0,0.1,0.3833,0.0,5,65.0,50.0,83.0
2023-11-21,7.9667,3.6167,1.8333,0.9,0.8333,0.45,0.0,4,72.5,68.0,77.5
2023-11-22,8.6,3.4167,3.4167,0.5333,0.6667,0.85,0.0,3,67.0,61.5,72.0
2023-11-23,5.7,1.5,3.05,0.0833,0.4667,0.55,0.0,3,65.0,47.0,69.0
2023-11-24,7.85,2.0,3.4667,0.0,1.1167,0.5667,0.0,5,65.0,53.0,72.0
2023-11-25,8.0667,3.7,2.65,0.0,1.15,0.75,0.0,3,66.5,58.5,75.0
2023-11-26,4.8667,1.3833,2.5167,0.0,0.1667,0.4667,0.0,3,67.0,60.0,72.0
2023-11-27,8.7667,1.7333,2.7667,0.2833,0.0,0.7667,0.3,5,67.0,60.0,76.0
2023-11-28,6.8167,3.0667,2.2,0.5833,0.65,0.2833,0.0,4,69.0,56.0,75.0
2023-11-29,7.2167,2.2833,3.6,0.6833,0.05,0.3167,0.0,2,66.0,53.0,74.0
2023-11-30,8.7167,3.2,3.0,0.0,0.4167,0.8167,0.0,5,68.5,62.5,72.5
2023-12-01,9.1333,3.4167,2.7,0.0167,0.0,0.6,0.0,5,65.0,60.0,73.0
2023-12-02,9.45,3.1833,4.4167,0.4,0.1833,0.45,0.1667,2,69.0,65.5,81.0
2023-12-03,8.6667,3.0833,3.9,0.35,0.15,0.3833,0.0,4,64.0,54.0,73.0
2023-12-04,6.7667,2.45,2.5333,0.0,0.0,0.5167,0.0,2,70.5,67.5,74.5
2023-12-05,9.0167,3.4333,2.8667,0.0167,0.95,0.6333,0.0,4,67.5,60.0,73.5
2023-12-06,7.8333,3.35,2.65,0.0333,0.0,0.4,0.0,2,62.0,54.0,70.0
2023-12-07,8.1167,4.6667,1.35,0.0333,1.95,1.0333,0.0,2,69.0,66.0,73.5
2023-12-08,7.3,3.3,1.8,0.2833,0.0,0.4333,0.0,4,68.0,60.0,81.0
2023-12-09,7.3833,3.3333,2.5667,0.0,0.5667,0.6667,0.2,4,65.0,55.0,72.3333
2023-12-10,6.0167,2.5167,2.6167,0.0,0.8667,0.2167,0.0,3,66.0,57.0,78.0
2023-12-11,6.9833,2.7667,2.9,0.2333,1.3,0.3167,0.1833,4,66.0,61.0,72.0
2023-12-12,6.2,2.8667,1.6833,0.2333,0.4,0.1667,0.0,3,67.0,61.0,75.0
2023-12-13,7.0167,2.9333,2.0,0.1667,0.7667,0.3,0.0,2,62.0,55.0,69.0
2023-12-14,7.8167,1.9167,2.8,0.0,0.0,0.6167,0.1667,4,61.0,57.0,68.5
2023-12-15,8.8,5.1667,1.5667,0.15,0.1333,0.8167,0.0,2,67.5,60.5,74.0
2023-12-16,6.0167,3.55,1.6333,0.1833,1.9667,0.25,0.1667,2,63.0,53.0,70.0
2023-12-17,6.1167,2.75,2.2333,0.0,0.9167,0.25,0.0,3,64.0,56.0,73.0
2023-12-18,6.5667,2.1,2.6667,0.0,0.15,0.7167,0.0,5,61.0,56.0,67.0
2023-12-19,8.2167,4.1333,2.25,0.3167,1.1167,0.75,0.0,3,66.0,56.5,70.5
2023-12-20,9.1,3.8,4.1667,0.3833,2.0,0.3667,0.0,2,61.5,56.0,70.0
2023-12-21,7.6167,2.7167,3.0167,0.0,0.05,0.4833,0.2833,3,64.0,60.0,68.0
2023-12-22,8.8333,1.6167,2.7333,0.0,0.3,0.3333,0.0,4,65.0,49.0,71.0
2023-12-23,9.7667,2.15,4.3833,0.4,0.3,0.3,0.1833,6,59.0,52.0,67.0
2023-12-24,7.1833,0.5167,4.0333,0.1833,0.35,0.4167,0.1667,7,68.5,62.0,72.5
2023-12-25,9.55,3.5333,3.2167,1.2333,3.8833,0.5667,0.0,2,65.5,60.0,69.5
