timestamp,sleep-total-sleep-duration,sleep-deep-sleep-duration,sleep-light-sleep-duration,sleep-rem-sleep-duration,sleep-snoring-duration,sleep-duration-to-sleep,sleep-duration-to-wakeup,sleep-wakeup-count,sleep-heartrate-mean,sleep-heartrate-min,sleep-heartrate-max
2023-12-26,8.55,2.9833,2.9,0.0,1.4,0.2167,0.0,7,60.0,51.0,68.0
2023-12-27,9.65,4.5,2.75,0.2,1.4833,0.95,0.15,3,61.5,57.0,66.0
2023-12-28,7.4167,3.15,2.6,0.0,0.55,0.5,0.0,5,67.0,60.0,71.5
2023-12-29,8.4667,4.15,1.25,0.5833,0.8167,0.7,0.15,1,67.0,63.5,74.0
2023-12-30,7.9,3.1333,2.8833,0.0,1.3667,0.5,0.4833,4,62.5,57.5,68.5
2023-12-31,8.8167,2.6,2.9667,0.0,1.3,0.55,0.2,3,60.5,56.0,65.5
2024-01-01,9.3667,2.3833,3.8667,0.9333,1.25,0.1667,0.0,4,63.0,52.0,78.0
2024-01-02,7.8667,2.0333,2.6,0.1167,1.0167,0.1667,0.2,3,62.0,55.0,71.0
2024-01-03,8.9,3.7,2.55,0.2167,2.6167,0.3833,0.15,4,62.0,55.0,74.0
2024-01-04,9.2,1.55,4.0833,0.0,0.0833,0.6333,0.0,5,62.5,56.0,69.0
2024-01-05,11.8167,3.9333,4.2167,0.2,1.3667,0.65,0.0,4,64.5,57.0,71.5
2024-01-06,7.1167,2.8,2.7333,0.4833,0.0,0.5833,0.0,4,63.5,58.0,73.0
2024-01-07,6.35,2.8333,2.3167,0.3167,0.0833,0.5333,0.0,2,62.5,57.5,68.5
2024-01-08,7.3,3.3833,1.0,0.3,0.0,0.2,0.1667,1,64.0,51.0,73.0
2024-01-09,7.25,2.5167,1.6167,0.0,0.0,0.3667,0.0,2,62.0,55.0,70.0
