timestamp,sleep-deep,sleep-light,sleep-rem,sleep-snoring-duration,sleep-total,sleep-duration-to-sleep,sleep-duration-to-wakeup,sleep-heartrate-max,sleep-heartrate-mean,sleep-heartrate-min,sleep-wakeup-count
2022-10-14,1.67,2.17,0.42,0.0,7.38,0.6,0.0,79,70.0,62,8
2022-10-15,1.73,3.77,1.63,0.0,8.07,0.5,0.0,81,67.0,46,3
2022-10-16,3.23,2.47,1.55,0.0,8.38,0.4,0.0,91,80.0,48,3
2022-10-17,3.95,3.0,1.05,0.0,10.9,0.9,1.07,85,75.5,53,4
2022-10-18,2.58,3.77,0.98,0.0,9.02,0.65,0.6,86,73.0,54,2
2022-10-19,2.19,3.12,0.4,0.0,8.65,0.8,0.0,75,68.0,56,3
2022-10-20,2.63,3.63,1.52,0.0,9.7,1.08,0.15,81,70.0,58,5
2022-10-21,2.17,3.3,0.32,0.0,9.42,0.85,0.23,72,61.5,52,5
2022-10-22,2.33,4.92,0.7,0.0,9.77,1.07,0.0,85,67.0,52,3
2022-10-23,4.08,3.57,0.98,0.0,11.22,1.15,0.23,82,70.0,49,3
2022-10-24,2.88,2.98,1.67,0.0,8.8,0.77,0.0,73,62.0,54,3
2022-10-25,2.88,2.45,1.15,0.0,7.58,0.5,0.0,77,64.0,58,4
2022-10-26,3.13,1.72,1.03,0.0,6.7,0.38,0.22,73,64.0,58,2
2022-10-27,1.78,2.68,1.48,0.0,10.05,2.75,0.0,76,68.0,57,3
2022-10-28,2.58,3.08,0.0,0.0,7.08,1.15,0.0,74,63.0,54,2
2022-10-29,2.53,1.88,0.57,0.0,7.25,1.33,0.0,83,70.0,51,2
2022-10-30,3.52,4.07,0.8,0.0,10.37,0.7,0.0,84,71.0,50,4
2022-10-31,1.97,2.92,0.7,0.0,7.3,0.27,0.17,76,62.0,51,4
2022-11-01,2.85,3.55,1.43,0.0,9.43,0.6,0.47,80,60.0,55,3
2022-11-02,2.18,3.73,0.78,0.0,7.5,0.62,0.0,76,63.0,52,1
2022-11-03,2.48,3.05,0.0,0.0,9.2,1.75,0.0,75,64.0,47,5
2022-11-04,2.07,3.75,0.77,0.0,7.78,0.58,0.0,83,71.0,51,2
2022-11-05,1.73,3.15,1.95,0.05,8.6,0.32,0.0,82,71.0,48,5
2022-11-06,4.37,4.95,2.13,0.1,13.75,1.24,0.0,89,74.5,48,7
2022-11-07,1.58,2.08,0.42,0.0,7.3,2.38,0.23,76,66.0,58,1
2022-11-08,2.48,4.88,0.45,0.5,11.02,1.72,0.0,75,63.5,46,6
2022-11-09,1.5,2.9,0.48,0.67,8.07,1.15,0.6,75,63.0,56,5
2022-11-10,2.23,2.48,0.53,0.62,8.15,0.93,0.47,77,62.0,52,3
2022-11-11,2.38,3.1,0.22,0.47,9.02,2.12,0.0,88,73.0,50,3
2022-11-12,3.02,5.24,0.3,0.18,13.43,1.63,0.28,98,80.0,49,3
2022-11-13,2.25,5.0,0.63,0.0,10.67,1.2,0.0,89,76.0,50,7
2022-11-14,2.07,3.3,0.9,0.0,9.7,0.95,0.87,82,65.0,50,4
2022-11-15,3.03,4.4,0.59,0.0,11.98,3.65,0.0,82,71.0,60,2
2022-11-16,4.0,3.72,0.88,0.0,9.43,0.62,0.0,76,66.0,51,2
2022-11-17,2.51,2.85,1.37,0.0,10.75,2.41,0.0,76,63.0,46,6
2022-11-18,2.82,2.55,1.35,0.0,9.4,1.73,0.22,71,63.0,57,4
2022-11-19,3.41,3.15,0.25,0.0,10.33,1.72,0.9,88,70.0,51,2
2022-11-20,2.02,5.03,2.05,0.25,10.67,0.52,0.0,71,64.0,48,6
2022-11-21,3.1,3.95,0.27,0.0,9.78,1.4,0.0,81,66.0,51,7
2022-11-22,3.13,2.87,1.63,0.0,9.36,0.78,0.0,83,68.0,55,3
2022-11-23,3.17,1.62,1.03,0.0,7.25,0.88,0.43,79,69.0,61,1
2022-11-24,2.78,2.02,1.22,0.0,7.95,1.75,0.0,78,66.0,56,2
2022-11-25,2.8,1.9,0.62,0.0,7.72,0.83,0.0,83,63.0,56,6
2022-11-26,2.28,2.75,1.02,0.0,6.97,0.48,0.0,76,64.0,54,3
2022-11-27,1.83,3.22,0.73,0.0,8.38,2.6,0.0,81,68.0,50,0
2022-11-28,2.03,2.23,0.38,0.0,6.43,0.95,0.22,75,64.0,57,3
2022-11-29,2.77,3.18,0.62,0.0,8.9,0.42,1.03,72,64.0,53,3
2022-11-30,2.2,1.98,0.7,0.0,7.11,1.67,0.35,74,64.5,58,1
2022-12-01,3.43,2.23,2.0,0.2,8.47,0.48,0.2,82,68.0,61,1
2022-12-02,2.45,3.43,1.85,0.0,8.13,0.3,0.0,89,74.0,59,1
2022-12-03,0.78,3.93,1.4,0.08,6.93,0.8,0.0,94,84.0,46,1
2022-12-04,2.73,3.15,1.52,0.0,8.43,0.3,0.0,94,76.0,48,3
2022-12-05,1.85,3.53,1.02,0.0,7.85,0.93,0.27,81,67.0,48,2
2022-12-06,2.62,2.55,0.43,0.0,7.08,1.37,0.0,77,64.0,48,1
2022-12-07,1.59,3.37,0.77,0.0,7.75,1.12,0.0,81,72.5,57,3
2022-12-08,2.58,2.1,1.25,0.0,7.68,0.43,0.67,81,69.0,51,2
2022-12-09,2.57,1.22,0.6,0.05,5.23,0.85,0.0,84,76.0,58,0
